valence,arousal,artist_name,track_name,lyrics
0.90999161,0.481157054,Collie Buddz,Blind To You,"Me say me busy love lately,
Ask you how the world ah run so.
Send out me seeds to the yout dem,
Me walk in ah me timberland, no tell me about no (simpleton ?)"
-1.935249857,-0.655809809,Paul Potts,Caruso,"I love you very much
It is a chain by now
That heats the blood inside the veins
You know"
0.957291021,0.390506994,MGMT,Time To Pretend,"We're fated to pretend, to pretend
Yeah-yeah-yeah
Yeah, it's overwhelming but what else can we do?
Yeah, I'll miss the boredom and the freedom and the time spent alone"
0.416986215,0.109338161,MGMT,The Youth,"
The youth is starting to change
Are you starting to change? Are you?
The youth"
0.957291021,0.390506994,MGMT,Electric Feel,"Do what you feel now
Turn me on with your electric feel""
Baby girl
Electric feel, now"
0.815392789,0.662457176,MGMT,4th Dimensional Transition,"Whisper crimson I intrude
While we drifted we were one
We see the corners where nothing happens
To float away with you"
0.373325221,-0.923150666,MGMT,The Handshake,"
We got the handshake under our tongue
You keep trying to wash the blood from your hands but it won't go
You convince yourself that you want it but you don't know"
0.815392789,0.662457176,MGMT,Future Reflections,"Their guns couldn't see us, there's a sea outside my door
Someone was walking on floorboards, turned them from oak into cedar
So my tribe, with my knife
Sitting in the sunlight"
0.373325221,-0.923150666,Donovan,Season Of The Witch,"
Must be the season of the witch
When I go
Must be the season of the witch, yeah"
1.071901131,0.846830181,Annie Lennox,Through The Glass Darkly,"Can I find you
I can't find you
But I'm looking through the glass darkly
I don't know what it's coming to"
-1.040199472,-0.065816193,Annie Lennox,Lost,"
(Baby Come Again Don't Let Me Fall)
Coming out of the darkness and into the light 
Even the parts where the hero gets stung "
-1.056572345,0.736206378,Annie Lennox,Fingernail Moon,"
'Cause I'm here alone
See me some time
Come out and see me"
-1.040199472,-0.065816193,The Calling,Somebody Out There,"Well she's on her knees
To make things wrong
To make things right
There's times that she thanks you"
1.541256821,1.704164653,Boys Like Girls,The Great Escape,"Throw it away
They don't know us anyway
We'll make the great escape
Forget yesterday"
1.142850247,1.07115067,Boys Like Girls,Five Minutes To Midnight,"
You're coming home with me tonight
All right, at five minutes to midnight
We'll see our name in city lights"
1.541256821,1.704164653,Boys Like Girls,Hero/Heroine,"I was so jaded
And I feel a weakness coming on
It's not complicated
Now I'm running and screaming"
-1.318538311,0.957453984,Boys Like Girls,Heels Over Head,"Thinking how you left me for dead
Burnin' bridges, making wishes
California bound
Now I'm heels over head,"
0.594359005,-0.130346745,Groove Armada,Song 4 Mutya (Out Of Control),"(Outta control)
But don't react now, you can't go back now
Just as soon as I'm on top of my life, there you are again
It's a sure fine way to ruin my day"
0.032223702,-0.51292073,Duran Duran,Nite-Runner,"Night runner, you got a spell that put me under
Night runner, what you gonna do with it now
Night runner, night, night runner
Night runner, I think I'm falling for you"
1.178324805,1.183310915,Britney Spears,...Baby One More Time,"Hit me, baby, one more time
Oh, baby, baby
My loneliness is killing me (And I)
I must confess, I still believe (Still believe)"
1.071901131,0.846830181,Britney Spears,Sometimes,"Treat you right, be with you day and night
Sometimes I'm scared of you
Sometimes I run
But all I really want is to hold you tight"
1.036426573,0.874486131,Britney Spears,Soda Pop,"
Open a soda pop, bop-shi-bop-shi-bop
Open a soda pop, watch it fizz and pop
Open a soda pop, watch it fizz and pop (oh yeah)"
-0.869193911,0.508813005,Britney Spears,Heart,"Heart
And we'll find love again
So keep on hanging in
Heart we can do this together"
1.306578976,1.275497417,Britney Spears,I Will Be There,"And I will be there
(I will be there)
When you need someone
You can put your trust in me"
-1.080585892,0.085369671,Britney Spears,E-Mail My Heart,"E-mail my heart
I know you're out there
E-mail me back and say our love will stay alive
I'm sorry, oh so sorry"
0.815392789,0.662457176,Britney Spears,I'm A Slave 4 U,"Can you get it, get it, get it?, whoa
(Panting)
I cannot hold it
I cannot control it"
0.815392789,0.662457176,Britney Spears,Lonely,"I don't wanna let you back in
Think of all the times that I took you back
Let's just face it (Face it)
You thought that I would be lonely"
1.301121352,1.495208581,Britney Spears,Anticipating,"This is our song they're playing
I'll be anticipating
You're feelin' this right
I wanna rock with you"
-1.165724831,-0.128042082,Britney Spears,I Run Away,"Let's pretend that I moved on
Open my eyes, look deep inside
Then I'll tell myself that life goes on without you
I run away, I run away, I run away"
0.82903685,-0.946197291,Blood_ Sweat & Tears,God Bless The Child,"And papa may have
That's got his own
Mama may have
When the money's gone"
1.284748479,1.436823796,Willie Nelson,On The Road Again,"
On the road again
Just can't wait to get on the road again
The life I love is makin' music with my friends"
-1.688292357,1.079601099,Three Days Grace,I Hate Everything About You,"Why do I love you?
I hate everything about you
Only when I stop to think about it
Every feeling that I get"
-1.700572012,1.842444407,Three Days Grace,Home,"Home, home, this house is not a
Home, home, this house is not a home
No matter how hard I try you're never satisfied
This is not a home, I think I'm better off alone"
-1.585961902,0.62097325,Three Days Grace,Let You Down,"Finally believe in me
When you finally trust me
I will let you down I'll
Let you down I'll"
-1.700572012,1.842444407,Three Days Grace,Born Like This,"It's not what I stole
It's not what I gave to you
It's not what I took from you
We are born like this (Like this)"
-1.656911018,0.104728836,Three Days Grace,Take Me Under,"And I've been waiting so long
Push me under, pull me further
Take me all the way, take me all the way
So I wait for you to take me all the way"
0.815392789,0.662457176,Switchfoot,Redemption,"I've got my hands at redemption's side
I'll fit all of these monstrosities inside
Whose scars are bigger than these doubts of mine.
My fears have worn me out"
1.176687518,0.975891284,Electric Light Orchestra,Mr Blue Sky,"Where did we go wrong?
Mister Blue Sky
You had to hide away for so long (So long)
Mister Blue Sky, please tell us why"
0.815392789,0.662457176,Kelly Rowland,Work,"Check it baby, get it baby, check it baby get it
Do it baby d-do it, d-do it baby get it
You gotta get it all the way in
I wanna see you work"
1.213799363,1.267815208,Dolly Parton,9 To 5,"9 to 5
They just use your mind
It's all takin' and no givin'
Crazy if you let it"
1.178324805,1.183310915,Mandy Moore,Drop The Pilot,"Don't use your army to fight a losing battle
Drop the mahout, I'm the easy rider
I'm the one you need, I'm the one you need
Animal, mineral, physical, spiritual"
-1.935249857,-0.655809809,Mandy Moore,Breaking Us In Two,"
You and I could never live alone
Why does what I'm saying hurt you
We'll fight it out to see it through"
-1.839741432,0.339804417,Luther Vandross,Don't Want To Be A Fool,"(Don't want to be a fool)
I just don't want to be a fool
(Don't be a fool again)
So I'll say it till the end"
-0.960154316,-0.20716883,Lemar,If there's Any Justice,"You would be my girl
I would be your man
If there's any justice in the world
'Cause there's nothing to be certain in my life"
0.373325221,-0.923150666,Lemar,I Believe In A Thing Called Love,"I believe in a thing called love
Just listen to the rhythm of my heart
There's a chance we could make it now
Touching you, God you're touching me"
0.526138701,-1.628377409,Clannad,Theme From Harry's Game,"Fol lol the doh fol the day
Fol the doh fol the day
A dtainig ariamh
An Daoine og is a chail 'na dhiadh"
-1.072035614,0.181550922,Kelly Clarkson,Because Of You,"
I am afraid
I learned to play on the safe side so I don't get hurt
I never stray too far from the sidewalk"
-0.780962318,-0.789480237,The Coral,Careless Hands,"Those careless hands they don't understand
Those careless hands
Won't understand
With careless hands"
-1.294524764,0.243930455,System of a Down,Soldier Side,"They were crying when their sons left
There is no one here but me
All young men must go
God is wearing black"
1.541256821,1.704164653,System of a Down,Stealing Society,"Looking for a mother that will get me high
Just a stupid motherfucker, if I die, I die
Yeah, all right
Two sons"
-1.283453584,-0.186975596,System of a Down,Lonely Day,"
Such a lonely day, and it's mine
And if you die, I want to die with you
And if you go, I want to go with you"
0.01585083,0.390506994,Air Supply,All Out Of Love,"I know you were right believing for so long
I'm all out of love, what am I without you?
I'm all out of love, I'm so lost without you
I can't be too late to say that I was so wrong"
1.546714445,2.119003914,Anti-Flag,Emigre,"No you won't stop this exodus.
No you can't stop this exodus
And then they came for me
Fight forever more - The movement of the people"
1.546714445,2.119003914,Anti-Flag,State Funeral,"
A dead ringer for Armageddon
A dead ringer for Armageddon, yeah
This State Funeral, we do not mourn"
1.546714445,2.119003914,Anti-Flag,The W.T.O. Kills Farmers,"(Stand Up! Resist!)
S.O.S., this is a global call
You better make it now
You better make a stand"
1.546714445,2.119003914,Anti-Flag,Cities Burn,"
We're coming back around
Marked down the last words that you said, as we watched this city
Fall and hit the ground"
0.373325221,-0.923150666,Citizen Cope,Bullet And A Target,"Is put yourself between a bullet and a target
But what you've done here
You're pulling yourself away
And it won't be long before"
0.815392789,0.662457176,Citizen Cope,Hurricane Waters,"
I will carry you through the hurricane waters
See I will carry you in the hurricane waters
Until then"
-1.935249857,-0.655809809,Harry Nilsson,Spaceman,"Safely to the sea
But now that I am a spaceman
Nobody cares about me
That's what I wanted to be"
-1.495911101,0.040198285,Pearl Jam,Gone,"'Cause this time I'm gone
So long
Long gone
If nothing is everything"
0.449731961,-2.075481946,Pearl Jam,Inside Job,"It's an inside job today
I will not lose my faith
How I choose to feel is how I am
Let me run into the rain"
0.815392789,0.662457176,Jim Reeves,Snowflake,"Hey-ey-ey snowflake, my pretty little snowflake
Ooh, ooh, the change in the weather
You've got me warm as a fire
Has made it better for me."
0.815392789,0.662457176,The Zutons,It's The Little Things We Do,"And it's pay day today just for having a good time 
It's the little things we do when you go out in the night 
As your hangover unfolds well the questions will arrive 
Well I woke this morning with a teardrop in my eye "
1.541256821,1.704164653,The Zutons,Valerie,"
'Cause since I've come on home, well my body's been a mess
And I've missed your ginger hair and the way you like to dress
Why won't you come on over Valerie?"
0.815392789,0.662457176,The Zutons,You've Got A Friend In Me,"And I knew it was there for me
And even if I stop to say hello
And if I got to know you it could all change
There's so many things you don't know"
-0.634516066,0.041734726,Shayne Ward,That's My Goal,"I'm not here to say I'm sorry,
I'm not here to lie to you,
That's my goal.
I'm not giving up oh no,"
-0.090572844,0.457342208,Shayne Ward,No Promises,"I don't wanna run away, baby you're the one I need tonight,
No promises.
Baby, now I need to hold you tight, I just wanna die in your arms
Hey baby, when we are together, doing things that we love."
0.01585083,0.390506994,Shayne Ward,Stand By Me,"Will you stand by me
With you I know I belong
Hold on and never let me go
When the story gets told"
0.01585083,0.390506994,Shayne Ward,All My Life,"All my life
I prayed for someone like you
That I finally found you
And I thank God that I"
1.071901131,0.846830181,Shayne Ward,Something Worth Living For,"My universe
Just like all the leaves I'm falling over you
Its foolish but we've only just begun
It's so unbelieveable the airs so true"
-0.431674363,0.095510186,Shayne Ward,A Better Man,"It isn't hard to understand
You're making me a better man
I promise you my heart wont fade
I swear to you my soul always"
1.257460357,1.086515087,Matthew Sweet,Girlfriend,"Oh, 'cause, honey, believe me (aah)
And then I saw you coming my way
Don't you need to (aah)
I'd sure love to call you my girlfriend"
-1.105690964,0.685503802,Matthew Sweet,Nothing Lasts,"Nothing lasts
To let me know
Then I'd try to hang on to the past
The best of luck"
0.373325221,-0.923150666,Imogen Heap,Headlock,"You know you're better than this
You say too late to start
Got your heart in a headlock
With your heart in a headlock"
0.262808329,0.24300859,Imogen Heap,Goodnight and Go,"Say goodnight and go
Must you make me laugh so much?
It's impossible to ignore you
It's bad enough we get along so well"
-0.358678638,-0.70190306,Imogen Heap,Hide & Seek,"You don't care a bit
Mmm whatcha say?
Hide and seek
They were here first"
0.004025977,-1.10752367,Imogen Heap,Just For Now,"
Just for now
Tears stop right here
Leave all our hopelessnesses aside"
-1.538662491,-0.462218154,Billy Joel,Goodnight Saigon,"We said we'd all go down together
And we would all go down together
Yes, we would all go down together
And the night seemed to last as long as"
-0.595948854,-0.648434888,Opeth,Windowpane,"The inside
Slurred voice over children cries
Skin covering a secret scar
Outshines all reason inside"
-0.784600734,-0.724949685,Opeth,In My Time Of Need,"And I
To ease the pain 
Should step out of the rain 
Should contemplate this change "
-0.89830124,-0.588206374,Opeth,Death Whispered A Lullaby,"Sleep my child

And the moon will fall 
Trying to find"
-0.869921594,-0.69268441,Opeth,Hope Leaves,"And I know
There is a wound that's always bleeding 
There is a road I'm always walking 
Without talking"
-1.344007225,0.004860125,Opeth,To Rid The Disease,"There's innocence torn from its maker 
There's
So would you tell him
Don't trust what you see "
-0.68272508,0.316757792,Opeth,The Drapery Falls,"Pale ghost in the corner
Please remedy my confusion
Pouring a caress on your shoulder
Prosperous in your ways"
-0.409843866,-0.107300119,Cradle Of Filth,Funeral In Carpathia,"Carpathia
Nightfall take my hand
Over the peaks framing tapestries
Masturbating in their graves"
-0.854640246,0.717769077,Cradle Of Filth,Lord Abortion,"On this bitter night of giving head
The bonesaw on the backseat
The killing joke worn thin with breath
Lump in the throat, on my cum choke"
0.373325221,-0.923150666,Peter Tosh,Equal Rights,"I need equal rights and justice.
I don't want no peace,
I've got to get it! Equal rights and justice.
Right here in Jamaica. Equal rights and justice."
-0.317973857,-0.399224044,Bill Withers,Ain't No Sunshine,"Ain't no sunshine when she's gone
I know, I know, I know, I know, I know

And this house just ain't no home"
0.373325221,-0.923150666,Bill Withers,I Want To Spend The Night,"Do you ever feel it
Every time we wind up spending the night together

But I can't feel a thing"
-1.935249857,-0.655809809,Bill Withers,Grandma's Hands,"
Used to issue out a warning, she'd say
Used to hand me piece of candy
Used to ache sometimes and swell"
0.373325221,-0.923150666,OutKast,Makes No Sense At All,"
Makes no sense at all
Makes no sense at all (blah blah blah blah)
Who needs lyrics anyway (ummm... YOU!)"
0.747172485,-0.835573488,OutKast,When I Look In Your Eyes,"I'm always gonna be around,
I'm even gonna rub your feet, when they stink... (I don't care!)
I'm just a lonely fool, when I look in your eyes...
I'm only satisfied, when I look in your eyes..."
0.027675682,-0.766433612,Ozzy Osbourne,Lay Your World on Me,"Lay your world on me
It's better late than never
I can take the weight
I'll help you keep it all together"
-1.362199306,-0.812526863,Ozzy Osbourne,11 Silver,"One time to take away all pain
One more to turn myself insane
Makes my reality fade away
One shot to keep me high all day"
1.541256821,1.704164653,Mumm-Ra,She's Got You High,"She's got you high and you don't even know yet
Keep romance alive and hope she's going to tell you
Open your mind, believe it's going to come true
She's got you high"
0.007664393,0.791518279,Scorpions,Love Will Keep Us Alive,"
Will shine forever
Love, love will keep us alive
Let's make the moment right"
1.071901131,0.846830181,L'Aura,The Doors,"Where did they go,
Untold?
The numbers of the Lord,
If I let violence tear up my silence I'll drown..."
1.110104501,-0.31471975,The Coral,Put The Sun Back,"We've got to put
Trying to hide your tears away
The sun back in our hearts
I caught you crying"
1.541256821,1.704164653,The Coral,In The Rain,"In the rain
When you see me standing in the rain
I am a stranger to the light
Enchanted by the walkers of the night"
0.678952182,-2.333604153,The Coral,She's Got A Reason,"And more
Watch her go as she sings
She's got a reason to roam with the stars
Dum dum dara ra ra, dum dum dara"
1.541256821,1.704164653,Michael Jackson,P.Y.T. (Pretty Young Thing),"(P.Y.T.)
(T.L.C.)
Tender lovin' care
Pretty young thing"
1.541256821,1.704164653,SWV,You're The One,"When in need (You can call on me)
When in love (It's all I want us to be)
You're the 1 (You're the 1 for me)
What you're girl don't know won't hurt her"
1.178324805,1.183310915,SWV,Right Here,"Be right here, right here
(Don't shed) No tears (no tears) love is here
(Don'tt you have no) No fears, have (no fear) no fear
Be right here"
1.071901131,0.846830181,Luther Vandross,Love Won't Let Me Wait,"Love won't, no, no, no
And I refuse to leave till I see the mornin' sun
Not another minute
That love won't let me wait"
-0.292504943,1.100343062,Mudvayne,Determined,"Go!... So fucking determined, yeah, yeah!
Go!... Spit out all reason, yeah!
Go!... You better believe it... Confidence!
Focused, driven, certain... The way it's gotta' be"
-1.700572012,1.842444407,Mudvayne,Happy?,"Tear meat from the bone, tear me from myself
Are you feeling happy now?
Peel me from the skin, tear me from the rind
Does it make you happy now?"
-1.935249857,-0.655809809,Acceptance,In The Cold,"All that ever mattered leaves us in the cold
Throw you to the floor
As it leaves us in the cold
It will spin around and shatter"
-1.400402676,1.538228949,Mudvayne,Fall Into Sleep,"Fall into sleep! Fall into me!
Nobody wants to listen!
I have a dream but nobody cares,
Nobody cares anymore"
0.766274171,-2.112356547,Kyle Riabko,Carry On,"In the morning
She assures me
Our love will carry on
Of our love"
-1.048385908,0.335195092,Christy Moore,Cry Like A Man,"A little rain can make the trees grow tall, you've got to be strong, so stand up and cry like a man
Can't let go of that foolish pride, you keep it locked up inside
Christy's comment
Cry Like A Man"
-1.048385908,0.335195092,Mudvayne,All That You Are,"Brainwash all you are
Calloused!... Rigid!... Empty!... Because of you!
Without me: There's nothing else, there's no one!
Nothing!... You're no one!..."
-0.767318257,0.911360732,Buddy Guy,My Time After Awhile,"The girl is gettin' ready
Somebody better come here and get me baby
She's going back out again
She stayed out last night"
-1.935249857,-0.655809809,The Calling,One By One,"Two by two
One by one
We stand beneath the sun
To watch him as he leaves this life he knew"
1.071901131,0.846830181,The Calling,Anything,"Whatever it takes, I'll do anything 
Whatever you need 
Whatever you want 
Get down on my knees "
-0.623600817,-0.560550423,Amerie,Not The Only One,"
Ha ha, ha ha
I'm messin'
Only one"
-0.308877816,-0.102690794,Amerie,Come With Me,"I know babe you can come with me though
If you come with me [4x]
You deserve the same love I see in you
You can come with me"
0.381511658,0.372069693,Amerie,All I Need,"You're all I need
You're all I need (In my heart, you're all I need...)
(In my heart you're all I need...)
You're all I need (You are all I need)"
-1.700572012,1.842444407,System of a Down,Revenga,"Bleeding in a sink
Will be yours for the taking
Poisoning a drink
My sweet revenge"
-1.935249857,-0.655809809,Acceptance,So Contagious,"To say you're the only one
So contagiously
Could this be out of line?
Keep me hanging on"
0.957291021,0.390506994,Kelly Clarkson,Breakaway,"
I'll spread my wings and I'll learn how to fly
Out of the darkness and into the sun
I'll do what it takes till I touch the sky"
-0.767318257,0.911360732,Buddy Guy,Let Me Love You Baby,"Let me love you baby, let me love you baby
Babe a woman like you, ah would love to make a fool of me
I said, now baby, when you walk, woman you know you, shake like a willow tree
I said, now baby, when you walk, you know you shake like a willow tree"
-1.817910934,0.593317299,Kelly Clarkson,Low,"'Cause what you did was low
Have you ever been low?
Have you ever had a friend that let you down so?
Were you the last to know?"
0.482477707,-0.471436804,Eurythmics,Cool Blue,"Blue again
Cool blue
Here it comes again
I'm never gonna give you up"
1.541256821,1.704164653,Eurythmics,Beautiful Child,"Beautiful child
You know it doesn't burn
When you're falling down
When you touch the sun"
-1.056572345,0.736206378,Eurythmics,Peace Is Just A Word,"Stop the world
Is just a word
Peace
Well we've reached the point"
-1.582323486,-0.668101342,Eurythmics,I've Tried Everything,"Yeah... You're a loser now
Yeah... you're a loser now
And who would guess it would come to this
But I don't think I can make it fit"
-0.398019013,-1.086013487,Eurythmics,Lifted,"Now you can find peace at last
When you feel
Walk through the dark
Turned back to front"
0.373325221,-0.923150666,Eurythmics,Anything But Strong,"(That keep you from falling down)
To find where you belong
To tall trees do grow
Underneath your feet"
-0.308877816,-0.102690794,Eurythmics,Sweet Dreams (Are Made Of This),"I travel the world and the seven seas
Who am I to disagree?
Sweet dreams are made of this
Everybody's looking for something"
0.815392789,0.662457176,Eurythmics,Brand New Day,"You have filled it full of stones
What I've seen could not be true
The pavement's cold and empty
So elegant and thin"
-1.040199472,-0.065816193,Eurythmics,I Need You,"So I can live in torment
Just for one frozen moment
The twist of my back breaking
I need you to really feel"
-0.308877816,-0.102690794,Eurythmics,Put The Blame On Me,"Put the blame on me
Where you are tonight?
Where are you tonight?
When I'm the one that's blind?"
1.071901131,0.846830181,Jamie Foxx,Can I Take U Home,"Tell me what I want want
I'll tell you what you want want
Get you all alone girl (get you all alone girl)
Can I take you home girl (can I take you home girl)"
0.373325221,-0.923150666,Jamie Foxx,Do What It Do,"Get yo rodeo wired up, baby girl lift dem thighs up,
What you wanna do, U wanna get sexxed, U wanna get tied up,
Ooh Ooh, baby that's my body call'n ya name
I think you betta wise up, 'Cause I'm about 2 rise up-- Repeat"
0.722613176,-0.038160242,Jamie Foxx,Storm (Forecass),"Let me feel the raindrops fallin' down all over my love
I want the rain to come

(Jamie)"
0.823579226,0.25222724,Jamie Foxx,Heaven,"Heaven will never ever ever be
Well you know I'm so elated
They say she up and ran away from home
That took place not long ago"
1.071901131,0.846830181,Jamie Foxx,Wish U Were Here,"
To celebrate with me
To see the things I've done
You'd be so proud of your son"
-1.700572012,1.842444407,Shakira,How Do You Do,"How does it feel to be so high
How do you do?
Do you ever cry?
Daily bread"
0.815392789,0.662457176,Shakira,Animal City,"So be obedient, don't argue
It's a cannibal world
Cannibal world
Some are ready to bite you"
0.218692533,1.403022079,Shakira,Don't Bother,"Promise you won't ever see me cry 
So don't bother, be unkind 
So don't bother, I won't die 
Of deception "
-0.959699514,-0.132651407,Shakira,Your Embrace,"To say ""I love you""
That without you this place looks like London
It rains every day
I'm only half a body"
-1.700572012,1.842444407,Shakira,Costume Makes the Clown,"It's your turn now
Don't be so hard on this
Don't be so hard
But the costume makes the clown"
0.815392789,0.662457176,Shakira,Timor,"Timor, Timor
Then hurry
It's alright, it's alright
If we forget about 'em"
0.373325221,-0.923150666,Matisyahu,Lord Raise Me Up,"The shield that david blazed, into my brain waves
When protection surrounded me Like the sun's rays
When it started it'd be etched into my brain elevation
Started it'd be etched into my brain elevation"
-1.056572345,0.736206378,Bruce Springsteen,Mrs. McGrath,"
With a scarlett coat and a big cocked hat
Why didn't you run from the cannon ball?""
When you left your two fine legs behind"
