valence,arousal,artist_name,track_name
0.249164268,-0.280149811,Toni Braxton,Breathe Again
0.90999161,0.481157054,Collie Buddz,Blind To You
-1.935249857,-0.655809809,Paul Potts,Caruso
0.957291021,0.390506994,MGMT,Time To Pretend
0.416986215,0.109338161,MGMT,The Youth
0.957291021,0.390506994,MGMT,Electric Feel
0.815392789,0.662457176,MGMT,4th Dimensional Transition
0.815392789,0.662457176,MGMT,Of Moons_ Birds & Monsters
0.373325221,-0.923150666,MGMT,The Handshake
0.815392789,0.662457176,MGMT,Future Reflections
0.373325221,-0.923150666,Donovan,Season Of The Witch
1.071901131,0.846830181,Annie Lennox,Through The Glass Darkly
-1.040199472,-0.065816193,Annie Lennox,Lost
-1.056572345,0.736206378,Annie Lennox,Fingernail Moon
-1.040199472,-0.065816193,The Calling,Somebody Out There
1.541256821,1.704164653,Boys Like Girls,The Great Escape
1.142850247,1.07115067,Boys Like Girls,Five Minutes To Midnight
1.541256821,1.704164653,Boys Like Girls,Hero/Heroine
-1.318538311,0.957453984,Boys Like Girls,Heels Over Head
0.594359005,-0.130346745,Groove Armada,Song 4 Mutya (Out Of Control)
0.032223702,-0.51292073,Duran Duran,Nite-Runner
1.178324805,1.183310915,Britney Spears,...Baby One More Time
1.071901131,0.846830181,Britney Spears,Sometimes
1.036426573,0.874486131,Britney Spears,Soda Pop
-0.869193911,0.508813005,Britney Spears,Heart
1.306578976,1.275497417,Britney Spears,I Will Be There
0.722613176,-0.038160242,Britney Spears duet with Don Phillip,I Will Still Love You
-1.080585892,0.085369671,Britney Spears,E-Mail My Heart
1.541256821,1.704164653,Britney Spears,The Beat Goes On
0.815392789,0.662457176,Britney Spears,I'm A Slave 4 U
0.815392789,0.662457176,Britney Spears,Lonely
1.301121352,1.495208581,Britney Spears,Anticipating
-1.165724831,-0.128042082,Britney Spears,I Run Away
0.82903685,-0.946197291,Blood_ Sweat & Tears,God Bless The Child
1.284748479,1.436823796,Willie Nelson,On The Road Again
-1.688292357,1.079601099,Three Days Grace,I Hate Everything About You
-1.700572012,1.842444407,Three Days Grace,Home
-1.585961902,0.62097325,Three Days Grace,Let You Down
-1.700572012,1.842444407,Three Days Grace,Born Like This
-1.656911018,0.104728836,Three Days Grace,Take Me Under
0.815392789,0.662457176,Switchfoot,Redemption
1.176687518,0.975891284,Electric Light Orchestra,Mr Blue Sky
0.815392789,0.662457176,Kelly Rowland,Work
1.213799363,1.267815208,Dolly Parton,9 To 5
1.178324805,1.183310915,Mandy Moore,Drop The Pilot
0.984579142,-0.010504292,Mandy Moore,One Way Or Another
-1.935249857,-0.655809809,Mandy Moore,Breaking Us In Two
-1.839741432,0.339804417,Luther Vandross,Don't Want To Be A Fool
-0.960154316,-0.20716883,Lemar,If there's Any Justice
0.373325221,-0.923150666,Lemar,I Believe In A Thing Called Love
0.90999161,0.481157054,Jamiroquai with Beverley Knight,Love Foolosophy
0.526138701,-1.628377409,Clannad,Theme From Harry's Game
-0.517359064,-0.012348022,Clannad,"I Will Find You (Theme From ""The Last Of The Mohicans"")"
-1.072035614,0.181550922,Kelly Clarkson,Because Of You
-0.780962318,-0.789480237,The Coral,Careless Hands
-1.294524764,0.243930455,System of a Down,Soldier Side
1.541256821,1.704164653,System of a Down,Stealing Society
-1.283453584,-0.186975596,System of a Down,Lonely Day
0.01585083,0.390506994,Air Supply,All Out Of Love
0.373325221,-0.923150666,DJ Jazzy Jeff & The Fresh Prince,Summertime
1.546714445,2.119003914,Anti-Flag,Emigre
1.546714445,2.119003914,Anti-Flag,State Funeral
1.546714445,2.119003914,Anti-Flag,The W.T.O. Kills Farmers
1.546714445,2.119003914,Anti-Flag,Cities Burn
0.373325221,-0.923150666,Citizen Cope,Bullet And A Target
0.815392789,0.662457176,Citizen Cope,Hurricane Waters
-1.935249857,-0.655809809,Harry Nilsson,Spaceman
-1.495911101,0.040198285,Pearl Jam,Gone
0.449731961,-2.075481946,Pearl Jam,Inside Job
0.815392789,0.662457176,Jim Reeves,Snowflake
0.815392789,0.662457176,The Zutons,It's The Little Things We Do
1.541256821,1.704164653,The Zutons,Valerie
0.815392789,0.662457176,The Zutons,You've Got A Friend In Me
-0.634516066,0.041734726,Shayne Ward,That's My Goal
-0.090572844,0.457342208,Shayne Ward,No Promises
0.01585083,0.390506994,Shayne Ward,Stand By Me
0.01585083,0.390506994,Shayne Ward,All My Life
1.071901131,0.846830181,Shayne Ward,Something Worth Living For
-0.431674363,0.095510186,Shayne Ward,A Better Man
1.257460357,1.086515087,Matthew Sweet,Girlfriend
-1.105690964,0.685503802,Matthew Sweet,Nothing Lasts
0.373325221,-0.923150666,Imogen Heap,Headlock
0.262808329,0.24300859,Imogen Heap,Goodnight and Go
-0.358678638,-0.70190306,Imogen Heap,Hide & Seek
0.004025977,-1.10752367,Imogen Heap,Just For Now
-1.538662491,-0.462218154,Billy Joel,Goodnight Saigon
-0.595948854,-0.648434888,Opeth,Windowpane
-0.784600734,-0.724949685,Opeth,In My Time Of Need
-0.89830124,-0.588206374,Opeth,Death Whispered A Lullaby
-0.869921594,-0.69268441,Opeth,Hope Leaves
-1.344007225,0.004860125,Opeth,To Rid The Disease
-0.68272508,0.316757792,Opeth,The Drapery Falls
-0.409843866,-0.107300119,Cradle Of Filth,Funeral In Carpathia
-0.854640246,0.717769077,Cradle Of Filth,Lord Abortion
0.373325221,-0.923150666,Peter Tosh,Equal Rights
1.071901131,0.846830181,Cock Robin,The promise you made
-0.317973857,-0.399224044,Bill Withers,Ain't No Sunshine
0.373325221,-0.923150666,Bill Withers,I Want To Spend The Night
-1.935249857,-0.655809809,Bill Withers,Grandma's Hands
0.373325221,-0.923150666,OutKast,Makes No Sense At All
0.747172485,-0.835573488,OutKast,When I Look In Your Eyes
-1.935249857,-0.655809809,OutKast,A Bad Note
0.722613176,-0.038160242,Kenny G,If I Ain't Got You
0.869969032,-1.328771276,Frankie Laine,High Noon
0.027675682,-0.766433612,Ozzy Osbourne,Lay Your World on Me
-1.362199306,-0.812526863,Ozzy Osbourne,11 Silver
1.541256821,1.704164653,Mumm-Ra,She's Got You High
0.007664393,0.791518279,Scorpions,Love Will Keep Us Alive
1.071901131,0.846830181,L'Aura,The Doors
1.110104501,-0.31471975,The Coral,Put The Sun Back
1.541256821,1.704164653,The Coral,In The Rain
0.678952182,-2.333604153,The Coral,She's Got A Reason
1.541256821,1.704164653,Michael Jackson,P.Y.T. (Pretty Young Thing)
1.541256821,1.704164653,SWV,You're The One
1.178324805,1.183310915,SWV,Right Here
1.071901131,0.846830181,Luther Vandross,Love Won't Let Me Wait
-0.292504943,1.100343062,Mudvayne,Determined
-1.700572012,1.842444407,Mudvayne,Happy?
-1.935249857,-0.655809809,Acceptance,In The Cold
-1.400402676,1.538228949,Mudvayne,Fall Into Sleep
0.766274171,-2.112356547,Kyle Riabko,Carry On
-1.048385908,0.335195092,Christy Moore,Cry Like A Man
-1.048385908,0.335195092,Mudvayne,All That You Are
-0.767318257,0.911360732,Buddy Guy,My Time After Awhile
1.541256821,1.704164653,Bay City Rollers,Rock 'N Roller
-1.935249857,-0.655809809,The Calling,One By One
1.071901131,0.846830181,The Calling,Anything
-0.623600817,-0.560550423,Amerie,Not The Only One
-0.308877816,-0.102690794,Amerie,Come With Me
0.381511658,0.372069693,Amerie,All I Need
-1.700572012,1.842444407,System of a Down,Revenga
-1.935249857,-0.655809809,Acceptance,So Contagious
0.957291021,0.390506994,Kelly Clarkson,Breakaway
-0.767318257,0.911360732,Buddy Guy,Let Me Love You Baby
-1.817910934,0.593317299,Kelly Clarkson,Low
0.482477707,-0.471436804,Eurythmics,Cool Blue
1.541256821,1.704164653,Eurythmics,Beautiful Child
-1.056572345,0.736206378,Eurythmics,Peace Is Just A Word
-1.582323486,-0.668101342,Eurythmics,I've Tried Everything
-0.398019013,-1.086013487,Eurythmics,Lifted
0.373325221,-0.923150666,Eurythmics,Anything But Strong
-0.308877816,-0.102690794,Eurythmics,Sweet Dreams (Are Made Of This)
0.815392789,0.662457176,Eurythmics,Brand New Day
-1.040199472,-0.065816193,Eurythmics,I Need You
-0.308877816,-0.102690794,Eurythmics,Put The Blame On Me
1.071901131,0.846830181,Jamie Foxx,Can I Take U Home
0.373325221,-0.923150666,Jamie Foxx,Do What It Do
0.722613176,-0.038160242,Jamie Foxx,Storm (Forecass)
0.823579226,0.25222724,Jamie Foxx,Heaven
1.071901131,0.846830181,Jamie Foxx,Wish U Were Here
-1.700572012,1.842444407,Shakira,How Do You Do
0.815392789,0.662457176,Shakira,Animal City
0.218692533,1.403022079,Shakira,Don't Bother
-0.959699514,-0.132651407,Shakira,Your Embrace
-1.700572012,1.842444407,Shakira,Costume Makes the Clown
0.815392789,0.662457176,Shakira,Timor
0.373325221,-0.923150666,Matisyahu,Lord Raise Me Up
-1.056572345,0.736206378,Bruce Springsteen,Mrs. McGrath
1.284748479,1.436823796,Bruce Springsteen,Jacob's Ladder
0.90544359,1.137217663,Bruce Springsteen,Pay Me My Money Down
1.178324805,1.183310915,Jessica Simpson,A Public Affair
0.373325221,-0.923150666,Eliane Elias,Jammin'
1.541256821,1.704164653,Ben Folds,In Between Days
-1.087498883,0.087827978,Ben Folds,All U Can Eat
1.268375606,0.298320491,Ben Folds,Songs Of Love
-0.039635017,-0.127273861,Ben Folds,Learn To Live With What You Are
1.541256821,1.704164653,Gloria Estefan,Live For Loving You
-0.069833872,-0.582060607,Terence Trent D'Arby,Sign Your Name
-0.308877816,-0.102690794,Terence Trent D'Arby,Wishing Well
0.90999161,0.481157054,Jamiroquai,Cosmic Girl
0.90999161,0.481157054,Jamiroquai,Love Foolosophy
0.373325221,-0.923150666,Cypress Hill,Till Death Do Us Part
0.777189419,0.187696688,Toni Braxton,I Love Me Some Him
0.01585083,0.390506994,Toni Braxton,Just Be A Man About It
-1.015640163,0.421235828,Toni Braxton,Un-Break My Heart
-1.700572012,1.842444407,Toni Braxton,Seven Whole Days
-0.278860882,-0.268626498,Blue Oyster Cult,Death Valley Nights
-0.954696691,0.527250306,Blue Oyster Cult,I Love The Night
0.722613176,-0.038160242,Ginuwine,When Doves Cry
1.071901131,0.846830181,Ginuwine,Differences
-1.040199472,-0.065816193,Kristin Chenoweth,Poor_ Wayfaring Stranger
-0.163341168,-0.244043431,Brandi Carlile,Follow
-0.138599938,0.461490601,Brandi Carlile,What Can I Say
-0.431674363,0.095510186,Brandi Carlile,Someday Never Comes
-0.431674363,0.095510186,Brandi Carlile,In My Own Eyes
-0.517359064,-0.012348022,Brandi Carlile,Tragedy
-1.040199472,-0.065816193,Brandi Carlile,Fall Apart Again
1.260189169,1.146436314,Switchfoot,Stars
1.142850247,1.07115067,Backstreet Boys,Just Want You To Know
0.815392789,0.662457176,Oasis,Eyeball Tickler
0.373325221,-0.923150666,Eliane Elias,Time Alone
1.541256821,1.704164653,Emma Roberts,Punch Rocker
1.071901131,0.846830181,Darin,Who's that girl
0.875426656,-0.743386986,Teddy Geiger,For You I Will (Confidence)
0.722613176,-0.038160242,Teddy Geiger,Seven Days Without You
1.262917982,0.846830181,Teddy Geiger,Love Is A Marathon
1.071901131,0.846830181,Martina McBride,True Love Ways
1.541256821,1.704164653,Martina McBride,I'll Be There
-1.700572012,1.842444407,Bullet For My Valentine,Hand Of Blood
1.071901131,0.846830181,Charlotte Church,Even God
0.966387061,0.256836565,Teddy Geiger,These Walls
1.541256821,1.704164653,Charlotte Church,Call My Name
0.594359005,-0.130346745,Charlotte Church,Show A Little Faith
0.815392789,0.662457176,Montgomery Gentry,Hell Yeah
-1.040199472,-0.065816193,Three 6 Mafia,Late Nite Tip
-1.744233006,1.335418644,Eurythmics,Never Gonna Cry Again
1.071901131,0.846830181,Michael Bolton,A Love So Beautiful
1.071901131,0.846830181,Eurythmics,Thorn In My Side
0.815392789,0.662457176,Survivor,Burning Heart
1.071901131,0.846830181,Michael Bolton,How Am I Supposed To Live Without You
1.178324805,1.183310915,The Strokes,You Only Live Once
-1.378572178,1.289325392,Our Lady Peace,Wipe That Smile Off Your Face (Live in Toronto)
-0.333437125,-0.494483429,Our Lady Peace,Apology
-0.407115053,-0.849401464,Sarah McLachlan,Time
0.373325221,-0.923150666,Cyndi Lauper,Water's Edge
0.373325221,-0.923150666,Train,All I Ever Wanted
0.815392789,0.662457176,Train,For Me_ It's You
-1.700572012,1.842444407,Say Anything,Belt
-1.700572012,1.842444407,Say Anything,An Orgy Of Critics
-1.935249857,-0.655809809,Living Colour,Elvis Is Dead
1.541256821,1.704164653,Sarah McLachlan,Have Yourself A Merry Little Christmas
-0.71410642,-0.579755944,Foo Fighters,Razor
-0.574482199,-0.084253494,Foo Fighters,Another Round
-0.227013452,0.102424174,Foo Fighters,Ain't It The Life
0.373325221,-0.923150666,DJ Quik,Summer Breeze
-1.935249857,-0.655809809,Tanya Tucker,What's Your Mama's Name Child
0.815392789,0.662457176,Rick Springfield,Jessie's Girl
1.071901131,0.846830181,Jessica Simpson,Walkin' 'Round In A Circle
1.284748479,1.436823796,Jessica Simpson,Push Your Tush
-1.716944885,0.026370309,Jessica Simpson,I Don't Want To Care
-1.626894084,0.150822088,Jessica Simpson,Fly
0.262808329,0.24300859,Michael Penn,No Myth
-0.595948854,-0.648434888,Michael Penn,Walter Reed
0.815392789,0.662457176,Destiny's Child,Jumpin'_ Jumpin'
1.541256821,1.704164653,The Zutons,Oh Stacey (Look What You've Done!)
-0.740030136,0.215352639,Clannad,Something To Believe In
0.984579142,-0.010504292,Kat DeLuna,Feel What I Feel
0.815392789,0.662457176,Kat DeLuna,Whine Up
-0.727295679,0.382824785,Kat DeLuna,Love Me_ Leave Me
1.541256821,1.704164653,Kat DeLuna,Enjoy Saying Goodbye
-1.935249857,-0.655809809,Warrant,Sometimes She Cries
1.071901131,0.846830181,Warrant,Heaven
-0.076383021,-0.454843233,Modest Mouse,Blame It On The Tetons
1.052253684,0.710394157,Modest Mouse,Float On
-1.206111251,-0.181971186,Ben Folds Five,Brick
0.722613176,-0.038160242,Paul Young,Wherever I Lay My Hat (That's My Home)
-0.341623562,-0.093472144,Ben Folds Five,Mitchell Lane
0.524319493,0.82839288,Britney Spears,Let Me Be
0.815392789,0.662457176,Britney Spears,My Prerogative
0.815392789,0.662457176,Britney Spears,Toxic
0.815392789,0.662457176,Britney Spears,Oops!...I Did It Again
0.815392789,0.662457176,Britney Spears,(You Drive Me) Crazy (The Stop Remix!)
1.541256821,1.704164653,Britney Spears,Lucky
0.225969365,0.631728342,Britney Spears,Born To Make You Happy
-1.400402676,1.538228949,Britney Spears,Do Somethin'
0.815392789,0.662457176,Britney Spears,Stronger
0.722613176,-0.038160242,Paul Young,Everything Must Change
1.071901131,0.846830181,Paul Young,Come Back And Stay
-1.935249857,-0.655809809,Kenny G,"My Heart Will Go On (Love Theme From ""Titanic"")"
0.373325221,-0.923150666,Matisyahu,Indestructible
0.373325221,-0.923150666,Matisyahu,Ancient Lullaby
1.301121352,1.495208581,Living Things,Bom Bom Bom
1.071901131,0.846830181,Spagna,Call Me
1.546714445,2.119003914,Anti-Flag,I'd Tell You But...
0.815392789,0.662457176,Anti-Flag,The Press Corpse
1.013686472,0.9359438,Anti-Flag,This Is The End (For You My Friend)
-0.665442604,-0.044306009,Survivor,The Search Is Over
1.071901131,0.846830181,Gary Puckett & The Union Gap,Over You
-0.341623562,-0.093472144,Miles Davis,My Ship
-1.040199472,-0.065816193,Johnny Mathis,99 Miles From L.A.
-1.935249857,-0.655809809,Andy Williams,Do You Hear What I Hear?
0.893618737,-0.443780853,The Isley Brothers,Summer Breeze
0.140466584,0.570270673,Cake,End of the Movie
1.071901131,0.846830181,Jessica Simpson,Sweetest Sin
0.919087651,-0.632763183,Jessica Simpson,Take My Breath Away
0.90999161,0.481157054,Jessica Simpson,With You
1.178324805,1.183310915,The Jacksons,Can You Feel It
-1.040199472,-0.065816193,Emily Jane White,Time On Your Side
-0.914674113,-0.227142572,Jeff Buckley,Grace
-0.816436876,-0.524444043,Ozzy Osbourne,Dreamer
0.373325221,-0.923150666,Sweetback,Lover
0.766274171,-2.112356547,Ozzy Osbourne,In My Life
0.815392789,0.662457176,Miranda Lambert,Kerosene
0.373325221,-0.923150666,MercyME,I Can Only Imagine
0.815392789,0.662457176,Miranda Lambert,New Strings
0.815392789,0.662457176,Miranda Lambert,Me And Charlie Talking
1.284748479,-0.969243917,Jane Monheit,Bill
0.116816879,-0.658114471,John Mayer,Quiet
0.373325221,-0.923150666,Omarion,O
-0.308877816,-0.102690794,Omarion,Touch
-0.382555744,-0.199486622,Mariah Carey,Without You
0.073155885,-0.381554964,Mariah Carey,Anytime You Need A Friend
-1.040199472,-0.065816193,Five for Fighting,Maybe I
0.373325221,-0.923150666,Mariah Carey,Vision Of Love
-0.061465515,-0.714194593,Mariah Carey,I'll Be There
-0.429855155,-0.706512385,Mariah Carey,Hero
1.111923709,0.985109934,Mariah Carey,Fantasy
0.722613176,-0.038160242,Mariah Carey,Always Be My Baby
-0.163341168,-0.244043431,Mariah Carey,My All
-0.871013119,0.370533252,Mariah Carey,I Still Believe
0.957291021,0.390506994,Planet Funk,The Switch
-1.040199472,-0.065816193,Brian Mcfadden,Irish Son
1.071901131,0.846830181,Brian Mcfadden,Be True To Your Woman
-1.935249857,-0.655809809,Brian Mcfadden,He's No Hero
-1.935249857,-0.655809809,Brian Mcfadden,Sorry Love Daddy
-1.749690631,0.920579383,Brian Mcfadden,Walking Into Walls
-0.943326641,-0.051988218,Brian Mcfadden,Demons
0.722613176,-0.038160242,Mario,Let Me Love You
0.815392789,0.662457176,Artie Shaw and his orchestra,Begin The Beguine
0.526138701,-1.628377409,The Zutons,Confusion
0.373325221,-0.923150666,Mobb Deep,Win Or Lose
1.071901131,0.846830181,John Legend,Stay With You
1.071901131,0.846830181,John Legend,So High
1.306578976,1.275497417,Bay City Rollers,Bye Bye Baby
1.541256821,1.704164653,Bay City Rollers,Shang-A-Lang
1.541256821,1.704164653,Bay City Rollers,It's A Game
1.299302144,1.356928827,Bay City Rollers,I Only Want To Be With You
0.815392789,0.662457176,Bay City Rollers,Money Honey
1.071901131,0.846830181,Bay City Rollers,The Way I Feel Tonight
-0.308877816,-0.102690794,Death In Vegas,Aisha
-0.308877816,-0.102690794,Death In Vegas,Dirt
0.007664393,0.791518279,Rick Astley,Hold Me In Your Arms
0.957291021,0.390506994,M People,Moving On Up
1.541256821,1.704164653,M People,Search For The Hero
-1.617343241,0.383593006,Velvet Revolver,Fall To Pieces
1.541256821,1.704164653,Bowling For Soup,Two-Seater
-0.308877816,-0.102690794,Velvet Revolver,Slither
0.373325221,-0.923150666,Groove Armada,At The River
0.722613176,-0.038160242,Usher & Alicia Keys,My Boo
1.541256821,1.704164653,Chet Atkins and Dolly Parton,Do I Ever Cross Your Mind
-0.780962318,-0.789480237,Alicia Keys,Piano & I
0.373325221,-0.923150666,Avril Lavigne,Knockin' On Heaven's Door
-0.341623562,-0.093472144,Alcazar,Here I Am
1.541256821,1.704164653,Alcazar,Sexual Guarantee
0.678952182,-2.333604153,Tom Baxter,All Comes True
1.262917982,0.846830181,Alcazar,This Is The World We Live In
1.262917982,0.846830181,Wyclef Jean,Perfect Gentleman
-0.308877816,-0.102690794,Train,Ordinary
1.541256821,1.704164653,Billy Ocean,When The Going Gets Tough_ The Tough Get Going
0.815392789,0.662457176,The Zutons,You Will You Won't
0.957291021,0.390506994,The Zutons,Railroad
0.406070967,-0.148784045,The Zutons,Not A Lot To Do
1.068262715,-0.213314597,The Zutons,Remember Me
1.071901131,0.846830181,Peabo Bryson,Shower You With Love
0.373325221,-0.923150666,Kenny Lattimore,Days Like This
1.071901131,0.846830181,The Manhattans,Kiss And Say Goodbye
1.541256821,1.704164653,Bangles,Manic Monday
0.815392789,0.662457176,Charlie Daniels,The Devil Went Down To Georgia
-1.853385492,-0.969243917,Cyndi Lauper,Who Let In The Rain
0.815392789,0.662457176,Eddie Money,Two Tickets To Paradise
0.815392789,0.662457176,Train,Calling All Angels
0.957291021,0.390506994,Beyoncé,Crazy In Love
0.373325221,-0.923150666,Beyoncé,Speechless
1.541256821,1.704164653,Beyoncé,Gift From Virgo
1.541256821,1.704164653,Train,Your Every Color
-1.749690631,0.920579383,Our Lady Peace,Is Anybody Home?
0.815392789,0.662457176,Train,My Private Nation
-0.068742347,-0.778725145,Train,I'm About To Come Alive
-1.048385908,0.335195092,Our Lady Peace,Somewhere Out There
1.541256821,1.704164653,Gene Autry,Frosty the Snowman
1.071901131,0.846830181,Steve Tyrell,I've Got A Crush On You
1.071901131,0.846830181,Jessica Simpson,I Have Loved You
0.449731961,-2.075481946,Cyndi Lauper,Walk On By
1.257460357,2.533843175,Cyndi Lauper,My Baby Just Cares For Me
0.253257487,0.279883191,Three 6 Mafia,Fuck That Shit
0.114997671,-0.237897664,Five for Fighting,100 Years
0.919087651,-0.632763183,Five for Fighting,If God Made You
0.815392789,0.662457176,Cheap Trick,He's A Whore
-1.935249857,-0.655809809,Bob Dylan,All I Really Want To Do
0.815392789,0.662457176,The Jacksons,Walk Right Now
0.373325221,-0.923150666,Five for Fighting,Disneyland
0.42244384,0.344413743,Nellie McKay,Ding Dong
0.931367306,0.763862329,Nellie McKay,The Dog Song
-1.132979085,-0.261712511,Nellie McKay,Toto Dies
-1.700572012,1.842444407,Nellie McKay,Inner Peace
-1.700572012,1.842444407,Nellie McKay,Respectable
0.853596159,1.529010299,Nellie McKay,Clonie
0.373325221,-0.923150666,Apollo 440,Dude Descending A Staircase
-1.040199472,-0.065816193,Kris Kristofferson,Casey's Last Ride
0.984579142,-0.010504292,Big Audio Dynamite,E=MC2
0.270994766,-0.618935208,Anthony Hamilton,Lucille
0.373325221,-0.923150666,Aaliyah,Back & Forth
1.071901131,0.846830181,Aaliyah,Age Ain't Nothing But A Number
0.919087651,-0.632763183,Aaliyah,Street Thing
1.071901131,0.846830181,Anthony Hamilton,Float
-0.576301407,-0.130346745,John Mayer,Comfortable
0.815392789,0.662457176,Delta Goodrem,Born To Try
0.875426656,-0.743386986,Delta Goodrem,Innocent Eyes
0.722613176,-0.038160242,Delta Goodrem,Butterfly
1.541256821,1.704164653,Delta Goodrem,This Is Not Me
-0.086479626,-0.822897844,Sarah McLachlan,Angel
1.178324805,1.183310915,The Partridge Family,One Day At A Time
1.178324805,1.183310915,The Partridge Family,Every Little Bit O' You
1.178324805,1.183310915,Usher,Caught Up
0.526138701,-1.628377409,Deep Forest,Freedom Cry
-0.185171665,0.358241718,George Michael,Amazing
-1.344007225,0.004860125,George Michael,My Mother Had A Brother
1.178324805,1.183310915,George Michael,Flawless (Go to the City)
0.919087651,-0.632763183,George Michael,American Angel
1.178324805,1.183310915,Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop)
0.872697844,-0.761824286,The Chambers Brothers,People Get Ready
0.90999161,0.481157054,John Mayer,Clarity
0.899985966,0.325976442,John Mayer,Bigger Than My Body
0.20686768,-0.665028459,John Mayer,Home Life
-1.935249857,-0.655809809,Cyndi Lauper,Unchained Melody
-0.789148754,-0.706512385,Cyndi Lauper,If You Go Away
-0.431674363,0.095510186,Europe,Carrie
0.044048555,0.158504296,Alice Smith,Dream
1.071901131,0.846830181,Backstreet Boys,Climbing The Walls
-0.433038769,-0.231751898,Backstreet Boys,Siberia
-0.431674363,0.095510186,Sarah McLachlan,Perfect Girl
0.995494391,0.542614723,Sarah McLachlan,Push
-0.163341168,-0.244043431,Sarah McLachlan,Witness
0.373325221,-0.923150666,Sarah McLachlan,Train Wreck
-1.550487344,1.690336678,Lamb Of God,Laid To Rest
-1.708758448,1.717992629,Lamb Of God,Now You've Got Something To Die For
-1.400402676,1.538228949,Lamb Of God,The Faded Line
-1.550487344,1.690336678,Lamb Of God,Omerta
-1.605973191,1.658071402,Lamb Of God,Blood Of The Scribe
1.541256821,1.704164653,Billy Joel,Back In The U.S.S.R.
0.815392789,0.662457176,James Taylor,That's Why I'm Here
0.007664393,0.791518279,Ozzy Osbourne,I Just Want You
0.171393122,0.915970058,Pearl Jam,You Are
-0.049640662,0.519568097,Pearl Jam,Smile
-1.935249857,-0.655809809,Pearl Jam,Red Mosquito
0.373325221,-0.923150666,Pearl Jam,Mankind
0.381511658,0.372069693,Ginuwine,I'm Crying Out
-1.040199472,-0.065816193,Montgomery Gentry,Lonely and Gone
-1.398583468,-0.025868709,Ben Folds,Narcolepsy
0.815392789,0.662457176,Ben Folds Five,Your Redneck Past
-1.487724664,-0.360813001,Michael Penn,High Time
0.678952182,-2.333604153,Jack Ingram,Biloxi
-1.171182455,1.436823796,Dope,One Fix
1.071901131,0.846830181,Jessica Simpson,Sweet Kisses
0.957291021,0.390506994,Nine Days,257 Weeks
0.815392789,0.662457176,Nine Days,Sometimes
-0.595403092,-1.241194099,Nine Days,Wanna Be
0.815392789,0.662457176,Mary Mary,I Got It
0.815392789,0.662457176,Ultimate Fakebook,Soaked In Cinnamon
-0.734572511,-0.439171528,A3,Mansion On The Hill
